CountyName,registered.democrats(count),registered.republicans(count),registered.libertarians(count),registered.green(count),registered.constitution(count),registered.unaffiliated(count),registered.white(count),registered.black(count),registered.american_indian(count),registered.other(count),registered.hispanic(count),registered.male(count),registered.female(count),registered.undisclosed_gender(count),registered.total(count),date,NativeHawaiian,cvap.all_races(count),cvap.black_aa(count),cvap.white(count),pct_cvap.black_aa(%),pct_cvap.white(%),pct_cvap.all_races.within_state(%),land.area(square_miles),cvap.density(count/squaremiles),registered_within_county_cvap.democrats(%),registered_within_county_cvap.republicans(%),registered_within_county_cvap.libertarians(%),registered_within_county_cvap.green(%),registered_within_county_cvap.constitution(%),registered_within_county_cvap.unaffiliated(%),registered_within_county_cvap.total(%),pct_registered.within_race_cvap.black_aa(%),pct_registered.among_all_races_cvap.black_aa(%),pct_registered.among_registered.black_aa(%),pct_registered.within_race_cvap.white(%),pct_registered.among_all_races_cvap.white(%),pct_registered.among_registered.white(%),most_registrants(party),most_registered(%)
ORANGE,51190,14805,671,37,26,43339,78027,12137,266,19638,3810,46498,55658,7912,110068,2020-02-25,,104618,12928,80545,12.357338125370395,76.98961937716263,1.411243027790634,401.513720703125,260.5589662460214,48.930394387199144,14.151484448182913,0.641381024297922,0.03536676288975128,0.024852319868473877,41.42594964537651,105.20942858781471,93.88149752475248,11.601254086294901,11.026819784133444,96.87379725619219,74.58276778374659,70.88981356979322,democrats,48.930394387199144
PAMLICO,3235,3277,44,1,5,2621,7129,1516,28,510,83,4172,4724,287,9183,2020-02-25,,10572,2132,8061,20.166477487703368,76.24858115777525,0.1426108441167159,561.64560546875,18.82325775731228,30.599697313658723,30.99697313658721,0.41619371925841847,0.009458948164964056,0.04729474082482028,24.791903140370792,86.86152099886493,71.10694183864915,14.33976541808551,16.508766198410104,88.43815903734028,67.43284146802876,77.63258194489818,republicans,30.99697313658721
PASQUOTANK,11315,6230,168,14,9,9434,15567,9677,39,1887,276,11868,14339,963,27170,2020-02-25,,30047,11278,17357,37.53452923752787,57.76616633940161,0.4053185805121985,289.19130859375,103.9000796604486,37.65766965088029,20.734183113122775,0.559124039005558,0.04659366991712983,0.02995307351815489,31.397477285585914,90.42500083202982,85.80422060649052,32.2062102705761,35.61648877438351,89.68715791899521,51.808832828568576,57.29481045270519,democrats,37.65766965088029
PENDER,11457,15970,273,10,24,13640,32062,5994,99,3219,836,18834,21086,1454,41374,2020-02-25,,44201,7009,34911,15.857107305264586,78.9823759643447,0.5962487628455315,880.38857421875,50.20623994265671,25.92022804913916,36.130404289495715,0.6176330852243161,0.022623922535689237,0.05429741408565417,30.85903033868012,93.60421709916065,85.51861891853332,13.560779167892129,14.487359211098758,91.83924837443786,72.53682043392683,77.49311161599071,republicans,36.130404289495715
PERQUIMANS,3483,2795,40,3,7,3237,7027,2170,22,346,45,4352,5060,153,9565,2020-02-25,,10751,2492,7942,23.179239140545064,73.8721979350758,0.1450254620789645,328.957568359375,32.682026601847014,32.396986326853316,25.99758162031439,0.37205841317086785,0.027904380987815086,0.06511022230490186,30.10882708585248,88.96846804948377,87.07865168539325,20.184168914519578,22.686879247255618,88.47897255099471,65.36136173379221,73.46576058546785,democrats,32.396986326853316
PERSON,11036,6785,105,4,8,8065,17385,6973,122,1523,355,11521,13747,735,26003,2020-02-25,,30124,8161,20847,27.091355729650775,69.20395697782499,0.40635727092054,404.0411376953125,74.5567646201326,36.63524100385075,22.523569247111936,0.34855928827512944,0.01327844907714779,0.02655689815429558,26.77267295179923,86.3198778382685,85.44296042151697,23.147656353737883,26.81613659962312,83.39329399913656,57.71145930155358,66.85767026881514,democrats,36.63524100385075
PITT,51818,30742,745,53,64,36978,67579,41895,257,10669,2763,50723,64123,5554,120400,2020-02-25,,133905,45435,80498,33.930771815839584,60.11575370598559,1.806309599077643,654.7935546875,204.49956943132423,38.69758410813637,22.958067286509092,0.5563645868339494,0.03958029946603936,0.047795078600500356,27.615100257645345,89.91449161719129,92.20864971937934,31.287106530749412,34.79651162790697,83.95115406593952,50.46786901161271,56.12873754152824,democrats,38.69758410813637
POLK,3912,5604,81,9,8,5861,14093,662,7,713,207,6999,8211,265,15475,2020-02-25,,16692,813,15120,4.8705966930266,90.5823148813803,0.2251664973511371,238.625048828125,69.95074524645895,23.436376707404744,33.572969086987776,0.4852624011502516,0.05391804457225018,0.047927150730889045,35.112628804217586,92.7090821950635,81.42681426814268,3.965971722981069,4.277867528271406,93.20767195767196,84.42966690630242,91.06946688206786,unaffiliated,35.112628804217586
RANDOLPH,16848,45525,510,20,41,26063,75983,5646,271,7107,2929,40739,45647,2621,89007,2020-02-25,,103503,6494,90833,6.2742142739823965,87.75880892341284,1.3962022510984151,790.106201171875,130.99884527736364,16.277789049592766,43.98423234109156,0.4927393408886699,0.01932311140739882,0.03961237838516758,25.18091263055177,85.99460885191733,86.9417924237758,5.4549143503086865,6.343321311806936,83.6513161516189,73.41139870341922,85.36744301010033,republicans,43.98423234109156
RICHMOND,14061,6081,84,8,19,8036,16956,9363,393,1577,394,12605,15109,575,28289,2020-02-25,,33586,10705,20919,31.87339963079855,62.284880605013996,0.453057870838443,479.52216796875,70.04055754558728,41.865658310010126,18.10575835169416,0.25010421008753647,0.023819448579765378,0.056571190376942776,23.926636098374324,84.22854760912284,87.46380196170014,27.877687131542906,33.097670472621864,81.05549978488456,50.48532126481272,59.938491993354305,democrats,41.865658310010126
ROBESON,43242,9935,205,12,53,20464,21251,20494,25840,6326,1657,32433,40413,1065,73911,2020-02-25,,95509,24081,28303,25.213330680878244,29.633856495199407,1.288367301432408,950.2998046875,100.50407200852527,45.27531436827943,10.402161052885068,0.21463945806154394,0.012564260959700133,0.05549215257200892,21.426253023275294,77.38642431603304,85.10443918441925,21.457663675674542,27.727943066661254,75.08391336607427,22.250259137882296,28.75214785349948,democrats,45.27531436827943
ROCKINGHAM,19991,21216,262,11,27,16893,43009,11301,106,3984,895,26685,31715,0,58400,2020-02-25,,70659,13518,53939,19.131320850847025,76.33705543525949,0.9531535787403546,571.95791015625,123.53881071545467,28.29222038239998,30.02589903621619,0.37079494473457025,0.015567726687329286,0.03821169277799007,23.907782448095784,82.65047623091185,83.59964491788726,15.993716299409842,19.351027397260275,79.7363688611209,60.86839609957684,73.64554794520548,republicans,30.02589903621619
ROWAN,24814,37968,428,29,50,28343,68744,15538,175,7175,2047,41051,46941,3640,91632,2020-02-25,,104212,16806,81410,16.126741642037384,78.11960234905769,1.405766296546651,523.566357421875,199.04258270748463,23.811077419107203,36.433424173799565,0.4107012628104249,0.027827889302575518,0.04797911948719917,27.19744367251372,87.92845353702069,92.45507556824944,14.909991171842014,16.956958267854024,84.44171477705441,65.9655318005604,75.0218264361795,republicans,36.433424173799565
RUTHERFORD,12283,17405,213,11,19,13668,36607,4202,66,2724,630,19530,22534,1535,43599,2020-02-25,,51906,5171,44887,9.96223943282087,86.47747851886102,0.700185251108802,565.29853515625,91.82051035326502,23.66393095210573,33.53176896697877,0.41035718414056177,0.02119215504951258,0.03660463144915809,26.33221592879436,83.9960698185181,81.2608779733127,8.095403228913806,9.637835730177297,81.55367923897788,70.52556544522791,83.96293492970022,republicans,33.53176896697877
SAMPSON,14401,13721,131,5,19,7936,21656,10604,525,3428,1992,15979,19445,789,36213,2020-02-25,,43220,12432,26491,28.76446089773253,61.29338269319759,0.5830155772535434,946.66669921875,45.65492800757428,33.32022211938917,31.74687644608977,0.3031004164738547,0.01156871818602499,0.04396112910689495,18.361869504858863,83.78759833410459,85.2960102960103,24.534937528921795,29.282301935768924,81.74851836472764,50.10643220731143,59.8017286609781,democrats,33.32022211938917
SCOTLAND,11208,3664,69,6,19,6145,9736,8438,1569,1368,184,8906,11484,721,21111,2020-02-25,,26700,10244,12615,38.36704119850187,47.247191011235955,0.36016927146389655,320.92919921875,83.19592005026907,41.97752808988764,13.722846441947565,0.25842696629213485,0.02247191011235955,0.07116104868913857,23.01498127340824,79.06741573033707,82.37016790316282,31.60299625468165,39.96968405096869,77.17796274276655,36.46441947565543,46.11813746388139,democrats,41.97752808988764
STANLY,9728,18712,150,10,26,12404,33421,4368,83,3158,445,18468,20793,1769,41030,2020-02-25,,46749,5098,39737,10.905046097242721,85.00074867911613,0.6306199727215618,404.51025390625,115.56938186005695,20.80900126205908,40.02652463154292,0.3208624783417827,0.02139083188945218,0.05561616291257567,26.533187875676486,87.7665832424223,85.68065908199294,9.343515369312712,10.645868876431878,84.10549362055515,71.49029925773813,81.45503290275408,republicans,40.02652463154292
STOKES,6465,15015,156,9,13,8287,27081,1209,51,1604,298,14156,15676,113,29945,2020-02-25,,36508,1552,33987,4.251123041525145,93.09466418319272,0.4924741484121324,455.94013671875,80.07191527979083,17.70844746356963,41.127971951353125,0.42730360468938317,0.024652131039772103,0.03560863372411526,22.699134436287938,82.02311822066396,77.89948453608247,3.3116029363427195,4.037401903489731,79.68046606055256,74.17826229867427,90.43579896476874,republicans,41.127971951353125
SURRY,11505,19370,131,8,11,13210,39169,1715,53,3298,1415,19866,22962,1407,44235,2020-02-25,,54351,2063,49243,3.795698331217457,90.60182885319497,0.7331670439451027,539.414306640625,100.75928526717844,21.167963790914612,35.63871869882799,0.24102592408603338,0.014719140402200511,0.020238818053025704,24.304980589133596,81.38764696141746,83.13136209403781,3.1554157237217346,3.8770204589126256,79.542269967305,72.06675130172398,88.54753023623827,republicans,35.63871869882799
SWAIN,3382,2679,39,5,0,3414,7541,115,1501,362,60,4446,4984,89,9519,2020-02-25,,10868,40,7358,0.368052999631947,67.70334928229666,0.14660373192021078,539.98115234375,20.12662840698831,31.11888111888112,24.65034965034965,0.3588516746411483,0.04600662495399337,0.0,31.413323518586676,87.58741258741259,287.5,1.0581523739418477,1.208110095598277,102.4870888828486,69.3871917556128,79.22050635570963,unaffiliated,31.413323518586676
TRANSYLVANIA,6194,8154,119,3,5,10838,22982,838,46,1447,188,11370,13087,856,25313,2020-02-25,,27373,1165,25613,4.256018704562891,93.57030650641143,0.36924769542251834,380.3008544921875,71.9772245491032,22.628137215504328,29.788477697000694,0.43473495780513643,0.010959704818616885,0.018266174697694808,39.593760274723266,92.47433602454974,71.931330472103,3.06141087933365,3.3105518903330307,89.72787256471324,83.95864538048441,90.79129301149607,unaffiliated,39.593760274723266
TYRRELL,1170,357,9,0,1,684,1412,683,7,119,35,1012,1163,46,2221,2020-02-25,,3507,1379,2013,39.321357285429144,57.39948674080411,0.04730762677992079,609.025537109375,5.758379224367692,33.361847733105215,10.179640718562874,0.2566295979469632,0.0,0.028514399771884802,19.503849443969205,63.33048189335614,49.5286439448876,19.47533504419732,30.75191355245385,70.14406358668654,40.26233247790134,63.57496623142728,democrats,33.361847733105215
UNION,38397,64722,851,39,66,53939,119288,18907,419,19400,6497,71551,79591,6872,158014,2020-02-25,,153647,18818,121666,12.247554459247496,79.18540550742937,2.0726190281877646,639.63310546875,240.21114399230638,24.99040007289436,42.123829297025,0.5538669808066542,0.025382858109823166,0.04295560603200844,35.10579445091671,102.84222926578455,100.4729514294824,12.305479443139143,11.965395471287355,98.04546874229447,77.63770200524579,75.49204500867012,republicans,42.123829297025
VANCE,18144,4253,77,7,19,5980,11632,14962,51,1835,569,12157,15452,871,28480,2020-02-25,,32480,16566,14709,51.00369458128079,45.28633004926108,0.4381384995186277,269.88193359375,120.34892283264782,55.86206896551724,13.094211822660098,0.23706896551724138,0.021551724137931036,0.058497536945812806,18.411330049261085,87.6847290640394,90.31751780755765,46.06527093596059,52.53511235955056,79.08083486300904,35.8128078817734,40.842696629213485,democrats,55.86206896551724
WAKE,274944,184170,5478,250,307,286721,480680,143421,1891,125878,27763,328443,376767,46660,751870,2020-02-25,,719849,153556,487769,21.331695952901235,67.75990520234105,9.710392879925635,856.2427734375,840.7066574238879,38.19467693919141,25.58453231163758,0.7609929304618052,0.03472950577134927,0.0426478330872169,39.830714497068136,104.4482940172175,93.39980202662221,19.923761788930733,19.07523907058401,98.54664810596819,66.77511533668867,63.9312647133148,unaffiliated,39.830714497068136
WARREN,8550,1889,41,1,1,2483,5127,6727,548,563,70,5761,6903,301,12965,2020-02-25,,16097,8113,6661,50.4006957818227,41.38038143753494,0.2171402532866795,443.387939453125,36.30455086318778,53.115487357892775,11.73510592035783,0.25470584580977823,0.006212337702677518,0.006212337702677518,15.425234515748276,80.54295831521401,82.91630716134598,41.79039572591166,51.88584650983417,76.97042486113196,31.850655401627634,39.54492865406865,democrats,53.115487357892775
WASHINGTON,5210,1137,21,0,0,1749,3691,4032,10,384,49,3522,4432,163,8117,2020-02-25,,9410,4367,4630,46.40807651434644,49.20297555791711,0.12693606159083395,414.98466796875,22.675536535023532,55.36663124335813,12.08289054197662,0.22316684378320936,0.0,0.0,18.586609989373006,86.25929861849097,92.328829860316,42.848034006376196,49.673524701244304,79.71922246220302,39.22422954303932,45.47246519650117,democrats,55.36663124335813
WATAUGA,11969,13427,489,13,13,19640,41100,1009,73,3369,1217,20653,23778,1120,45551,2020-02-25,,46205,804,43474,1.7400714208419001,94.0893842657721,0.6232816924340576,312.556591796875,147.82922905055162,25.904122930418787,29.05962558164701,1.0583270208851856,0.028135483172816795,0.028135483172816795,42.50622227031707,98.58456876961368,125.49751243781094,2.1837463477978574,2.2150995587363616,94.5392648479551,88.95141218482848,90.22853504862681,unaffiliated,42.50622227031707
WAYNE,29508,23542,354,17,39,19021,41062,24130,134,7155,2293,31330,37841,3310,72481,2020-02-25,,87849,28672,53400,32.637821716809526,60.78612164054229,1.1850378400311554,556.983203125,157.7228891412092,33.589454632380566,26.79825609853271,0.40296417716763994,0.019351387039123952,0.044394358501519654,21.651925463010393,82.50634611663195,84.15876116071429,27.467586426709467,33.291483285274765,76.89513108614233,46.741567917676925,56.652088133441865,democrats,33.589454632380566
WILKES,8326,21628,146,7,13,11064,37729,1620,43,1792,713,18977,21105,1102,41184,2020-02-25,,52320,2204,48518,4.212538226299694,92.73318042813456,0.7057698982393658,758.897412109375,68.94212467344593,15.913608562691131,41.337920489296636,0.2790519877675841,0.013379204892966361,0.02484709480122324,21.146788990825687,78.71559633027523,73.502722323049,3.096330275229358,3.9335664335664338,77.76289212251123,72.11200305810398,91.61081973581973,republicans,41.337920489296636
WILSON,27542,13336,182,4,34,14118,27442,22949,100,4725,1363,23670,29708,1838,55216,2020-02-25,,59290,24449,31481,41.236296171361104,53.09664361612413,0.7997916144230122,374.2048095703125,158.44264553435545,46.45302749198853,22.492831843481195,0.3069657615112161,0.0067465002529937595,0.05734525215044695,23.811772642941474,93.12868949232586,93.86477974559287,38.70635857648845,41.56222833961171,87.1700390711858,46.284364985663686,49.69936250362214,democrats,46.45302749198853
YADKIN,3521,13158,97,9,9,6605,21168,727,27,1477,736,10842,11920,637,23399,2020-02-25,,28312,1011,25998,3.570923989827635,91.82678722803051,0.3819143226099565,337.722802734375,83.8320651456511,12.436422718282001,46.474992935857586,0.34261090703588587,0.03178864085899972,0.03178864085899972,23.32933031929924,82.64693416219271,71.90900098911969,2.567815767165866,3.106970383349716,81.42164781906301,74.76688330036734,90.46540450446601,republicans,46.474992935857586
YANCEY,4485,4860,51,1,4,4086,12784,80,21,602,75,6255,6819,413,13487,2020-02-25,,14020,117,13559,0.8345221112696148,96.71184022824536,0.18912259123310224,313.0384521484375,44.78683019219618,31.990014265335237,34.664764621968615,0.3637660485021398,0.007132667617689016,0.028530670470756064,29.144079885877318,96.19828815977175,68.37606837606837,0.5706134094151213,0.5931637873507822,94.2842392506822,91.18402282453637,94.787573218655,republicans,34.664764621968615
ALAMANCE,36880,33736,546,20,45,32453,70309,21207,256,11908,4093,44183,54213,5284,103680,2020-06-13,,115973,23370,84558,20.151242099454183,72.91179843584283,1.5644161393064597,434.573486328125,266.8662577183425,31.800505290024404,29.089529459443145,0.47079923775361504,0.017245393324308245,0.03880213497969355,27.98323747768877,89.40011899321394,90.74454428754814,18.286152811430245,20.45428240740741,83.14884458005156,60.625317961939416,67.81346450617283,democrats,31.800505290024404
ALEXANDER,5170,10972,94,1,17,7576,21557,928,35,1310,340,11121,11979,730,23830,2020-06-13,,28629,1760,25940,6.1476125606902094,90.60742603653638,0.3861904896157264,263.5015380859375,108.6483221614556,18.05861189702749,38.324775577211916,0.32833839812777255,0.003492961682210346,0.059380348597575884,26.462677704425584,83.23727688707255,52.72727272727273,3.241468441091201,3.8942509441879984,83.10331534309947,75.29777498340843,90.4616030214016,republicans,38.324775577211916
ALLEGHANY,2161,2738,31,2,1,2287,6663,74,8,475,178,3334,3600,286,7220,2020-06-13,,8638,192,8104,2.2227367446168094,93.8180134290345,0.11652217853577297,234.3843994140625,36.853988668162785,25.017365130817318,31.69715211854596,0.35887937022458904,0.0231535077564251,0.01157675387821255,26.4760361194721,83.5841630006946,38.541666666666664,0.8566797869877286,1.0249307479224377,82.21865745310957,77.13591109053021,92.28531855955679,republicans,31.69715211854596
